Data,Planta,Linha,Turno,Modelo,VIN,Pecas_Produzidas,Meta,Defeitos,Tempo_Parada_min,Operadores,Sucata_kg,Custo_R$
2025-01-14,Porto Real,D,2,Sedan-W,VIN001397,576,607,11,48,14,"52,6","1703500,16"
2025-03-05,Goiana,C,3,Pickup-Z,VIN001398,580,578,11,56,17,"24,2","1388871,03"
2025-01-04,Betim,A,3,Sedan-W,VIN001399,410,439,6,43,16,"52,6","932962,63"
2025-03-05,Goiana,D,1,Sedan-W,VIN001400,553,574,8,52,20,"106,3","1287229,63"
2025-01-23,Betim,D,2,Hatch-Y,VIN001401,402,425,13,51,13,"58,6","776478,68"
2025-04-23,Porto Real,A,1,Hatch-Y,VIN001402,554,542,12,89,9,"90,2","1436665,99"
2025-02-15,Porto Real,C,2,Pickup-Z,VIN001403,615,616,15,44,20,"62,9","1159539,91"
2025-04-12,Betim,A,1,SUV-X,VIN001404,392,430,11,75,8,"56,6",721998
2025-06-05,Betim,D,3,SUV-X,VIN001405,461,463,7,31,12,"52,2","1022237,8"
2025-03-10,Betim,D,2,Sedan-W,VIN001406,589,575,12,90,16,"31,2","1546342,48"
2025-02-02,Goiana,D,3,Sedan-W,VIN001407,612,620,6,90,15,"27,4","1655639,92"
2025-04-02,Betim,D,1,Sedan-W,VIN001408,628,632,11,76,17,"100,7","1138047,81"
2025-06-17,Betim,A,2,Pickup-Z,VIN001409,602,631,2,53,13,"23,8","1170079,14"
2025-05-13,Goiana,D,3,Sedan-W,VIN001410,488,528,9,36,12,"111,1","959683,73"
2025-05-25,Betim,C,2,Pickup-Z,VIN001411,515,511,15,77,18,"64,2","1225779,38"
2025-04-27,Goiana,B,1,Pickup-Z,VIN001412,473,453,15,2,20,"23,1","1480681,2"
2025-06-23,Goiana,B,2,Sedan-W,VIN001413,526,509,13,30,17,"14,3","1404954,65"
2025-06-08,Porto Real,C,3,Hatch-Y,VIN001414,493,523,15,78,10,"18,5","1283966,64"
2025-05-11,Betim,A,2,Hatch-Y,VIN001415,602,627,4,77,13,"31,2","1153664,15"
2025-01-21,Goiana,A,1,Pickup-Z,VIN001416,593,598,5,18,15,"100,2",1361544
2025-04-15,Porto Real,C,2,Pickup-Z,VIN001417,494,467,0,87,19,"56,4","1422243,39"
2025-01-30,Betim,D,2,SUV-X,VIN001418,482,508,2,28,19,"36,2","974518,49"
2025-06-23,Porto Real,D,1,Sedan-W,VIN001419,435,451,8,51,11,31,"837075,14"
2025-03-27,Goiana,D,2,SUV-X,VIN001420,431,458,7,67,8,111,"1024653,52"
2025-06-18,Goiana,B,1,SUV-X,VIN001421,547,549,13,17,17,9,"1742310,84"
2025-01-06,Betim,D,3,Hatch-Y,VIN001422,518,537,5,42,8,"95,3","932652,45"
2025-05-30,Porto Real,A,2,Hatch-Y,VIN001423,506,538,15,57,18,"98,5","930021,67"
2025-04-25,Goiana,B,2,Pickup-Z,VIN001424,562,598,2,13,15,45,"1691524,69"
2025-04-22,Goiana,A,1,Hatch-Y,VIN001425,562,599,5,3,11,"69,5","1263708,85"
2025-05-05,Goiana,C,3,Pickup-Z,VIN001426,587,582,8,61,10,"32,7","1526136,06"
2025-01-22,Goiana,A,3,SUV-X,VIN001427,464,433,10,28,14,"113,1","1058348,88"
2025-03-31,Betim,A,1,Hatch-Y,VIN001428,599,589,4,46,14,"102,6","1471348,1"
2025-04-28,Betim,B,1,SUV-X,VIN001429,394,427,11,41,18,"114,5","1250521,42"
2025-05-15,Porto Real,C,3,SUV-X,VIN001430,615,649,15,33,13,"98,8","1319211,75"
2025-05-26,Betim,D,2,Sedan-W,VIN001431,511,502,1,3,9,"36,4","993491,45"
2025-03-26,Betim,B,1,Pickup-Z,VIN001432,467,471,3,23,19,"59,9","1010383,86"
2025-02-23,Goiana,B,3,Sedan-W,VIN001433,433,457,7,80,17,"41,8","1230480,66"
2025-03-04,Goiana,B,1,Sedan-W,VIN001434,507,501,4,49,14,"101,6","1220370,37"
2025-03-09,Porto Real,D,2,Hatch-Y,VIN001435,537,552,12,75,18,"35,2","1390119,28"
2025-03-02,Goiana,D,1,Sedan-W,VIN001436,523,491,13,24,8,"52,2","1615789,25"
2025-03-30,Betim,B,3,SUV-X,VIN001437,470,459,9,27,12,"31,7","1450221,77"
2025-06-23,Porto Real,C,3,Hatch-Y,VIN001438,412,423,5,56,11,13,"920645,79"
2025-06-06,Betim,C,1,Pickup-Z,VIN001439,566,586,12,3,14,"17,7","1542644,74"
2025-02-13,Porto Real,D,2,Hatch-Y,VIN001440,544,538,1,52,11,"61,5","1647208,7"
2025-05-10,Betim,D,3,SUV-X,VIN001441,538,567,9,4,16,"90,4","1656474,77"
2025-02-23,Betim,D,1,Sedan-W,VIN001442,589,586,13,77,11,"72,6","1766696,95"
2025-06-10,Porto Real,B,1,SUV-X,VIN001443,617,586,6,43,9,"61,2","1585876,88"
2025-01-09,Goiana,C,1,Sedan-W,VIN001444,634,626,4,31,15,"9,4","1744146,62"
2025-05-26,Goiana,A,3,Pickup-Z,VIN001445,473,464,7,18,17,109,"1220937,41"
2025-06-16,Goiana,D,2,SUV-X,VIN001446,486,506,0,72,10,"36,3","1466559,28"
2025-01-13,Porto Real,A,3,Pickup-Z,VIN001447,517,491,4,58,17,72,"1169799,13"
2025-01-24,Betim,B,3,SUV-X,VIN001448,542,551,12,48,12,"62,3","1308967,83"
2025-05-14,Goiana,C,1,SUV-X,VIN001449,554,525,11,7,17,"47,8","1014264,33"
2025-01-19,Betim,D,3,Pickup-Z,VIN001450,457,479,10,78,16,82,"946690,71"
2025-01-30,Betim,C,3,SUV-X,VIN001451,628,643,13,21,18,"27,3","1817819,23"
2025-05-13,Goiana,D,2,Sedan-W,VIN001452,642,650,1,53,16,"116,7","1883172,92"
2025-04-30,Betim,B,2,Sedan-W,VIN001453,590,596,9,44,16,58,"1519145,67"
2025-06-25,Porto Real,B,1,SUV-X,VIN001454,639,614,10,10,17,"37,7","1383494,02"
2025-04-17,Goiana,A,1,SUV-X,VIN001455,393,430,9,79,8,"107,7","868969,89"
2025-03-19,Goiana,A,3,Hatch-Y,VIN001456,605,621,13,7,8,"68,1","1757721,47"
2025-03-29,Betim,B,1,Sedan-W,VIN001457,457,445,2,17,14,"24,1","1028555,38"
2025-03-03,Porto Real,B,1,Sedan-W,VIN001458,461,456,11,71,8,"7,3","1008631,7"
2025-02-05,Porto Real,D,3,Hatch-Y,VIN001459,604,609,6,16,8,"103,2","1327680,41"
2025-01-31,Goiana,C,1,SUV-X,VIN001460,425,428,3,2,12,"98,6","1075144,42"
2025-03-05,Goiana,C,2,Hatch-Y,VIN001461,519,558,0,84,12,"55,7","1488230,13"
2025-01-15,Goiana,C,1,SUV-X,VIN001462,574,609,13,32,20,"52,7","1058033,84"
2025-05-04,Goiana,A,3,Pickup-Z,VIN001463,515,547,10,9,13,"70,5","1406833,79"
2025-01-03,Goiana,D,1,Hatch-Y,VIN001464,460,453,10,4,14,"35,7","1025561,42"
2025-05-27,Goiana,A,2,Pickup-Z,VIN001465,606,578,1,80,8,"105,4","1706195,94"
2025-01-15,Porto Real,C,1,SUV-X,VIN001466,529,527,0,62,15,"58,3","1398031,14"
2025-06-21,Betim,C,1,SUV-X,VIN001467,396,420,14,80,19,"31,1","851362,48"
2025-06-10,Betim,C,1,SUV-X,VIN001468,467,437,6,15,18,"83,6","871040,04"
2025-05-15,Goiana,D,1,Sedan-W,VIN001469,629,638,3,83,12,"6,7","1990283,48"
2025-06-23,Betim,D,1,Hatch-Y,VIN001470,573,552,7,67,15,"101,3","1053916,08"
2025-05-04,Betim,D,2,Hatch-Y,VIN001471,486,505,2,7,11,"48,5","1404908,01"
2025-03-29,Goiana,C,2,SUV-X,VIN001472,490,506,8,5,13,"6,2","1352616,66"
2025-02-10,Porto Real,A,2,Sedan-W,VIN001473,404,429,1,40,11,"108,1","995178,95"
2025-04-02,Goiana,A,2,Pickup-Z,VIN001474,600,638,7,20,18,23,"1520569,61"
2025-05-04,Betim,A,3,Pickup-Z,VIN001475,650,628,8,18,9,"6,3","1352882,11"
2025-02-07,Betim,D,3,Hatch-Y,VIN001476,424,421,0,10,9,"9,4","1254946,09"
2025-01-25,Goiana,D,3,Sedan-W,VIN001477,646,621,14,23,18,"31,6","1726480,13"
2025-06-18,Goiana,B,3,SUV-X,VIN001478,452,466,12,63,9,"22,6","949419,61"
2025-02-05,Porto Real,C,3,SUV-X,VIN001479,530,559,11,38,18,"53,9","1260085,6"
2025-03-13,Porto Real,B,2,Pickup-Z,VIN001480,567,543,4,6,16,"61,9","1404269,27"
2025-04-29,Porto Real,D,2,Pickup-Z,VIN001481,523,510,14,41,8,"69,1","1356702,8"
2025-06-29,Porto Real,B,2,Hatch-Y,VIN001482,599,585,14,81,16,"107,6","1199944,41"
2025-06-10,Porto Real,A,3,Hatch-Y,VIN001483,600,602,6,57,9,"102,7","1189988,61"
2025-03-19,Porto Real,D,1,Sedan-W,VIN001484,463,469,3,88,18,"31,2","1011672,39"
2025-01-15,Betim,A,2,Sedan-W,VIN001485,458,469,1,36,17,"117,6","1274185,74"
2025-05-05,Porto Real,D,2,Hatch-Y,VIN001486,506,508,7,20,11,"90,4","1193942,15"
2025-06-17,Goiana,B,3,Sedan-W,VIN001487,639,625,10,86,20,"26,7","1769287,07"
2025-06-02,Goiana,C,2,Sedan-W,VIN001488,494,461,2,57,12,"31,3","1138932,33"
2025-04-02,Betim,D,1,SUV-X,VIN001489,513,487,15,72,14,"28,6","1634354,52"
2025-03-04,Betim,C,3,SUV-X,VIN001490,575,559,8,24,13,"84,6","1658805,35"
2025-04-29,Porto Real,A,3,Sedan-W,VIN001491,464,474,5,48,16,"93,3","1178015,42"
2025-04-27,Betim,B,2,Hatch-Y,VIN001492,591,602,9,57,8,"48,5","1198485,74"
2025-06-07,Porto Real,C,3,Sedan-W,VIN001493,464,482,6,66,9,"113,6","1350410,26"
2025-01-07,Goiana,B,1,Sedan-W,VIN001494,463,447,1,64,12,"118,1","1107946,88"
2025-02-16,Porto Real,A,2,Pickup-Z,VIN001495,541,509,8,72,11,"53,3","1490483,9"
2025-04-19,Betim,B,2,Pickup-Z,VIN001496,552,532,12,15,15,"34,1","1495316,52"
2025-06-24,Porto Real,C,1,Pickup-Z,VIN001497,536,574,14,29,13,"45,9","1264148,74"
2025-04-05,Goiana,C,3,Sedan-W,VIN001498,400,423,2,35,16,"91,1","1053025,7"
2025-04-24,Goiana,A,1,Hatch-Y,VIN001499,632,610,1,87,13,"48,8","1363759,58"
2025-02-11,Porto Real,C,3,SUV-X,VIN001500,636,620,8,8,17,"97,2","1183262,71"
2025-03-09,Porto Real,A,2,Pickup-Z,VIN001501,517,501,13,70,11,"39,5","958145,49"
2025-02-21,Goiana,D,3,Sedan-W,VIN001502,600,623,11,6,15,"119,4","1543960,24"
2025-05-08,Betim,C,2,SUV-X,VIN001503,663,633,15,88,13,"65,9","1601852,09"
2025-04-10,Betim,C,2,Sedan-W,VIN001504,615,586,2,16,14,"34,4","1247406,2"
2025-05-01,Porto Real,D,1,Pickup-Z,VIN001505,643,639,9,87,13,"18,6","1888820,46"
2025-04-13,Porto Real,C,1,Sedan-W,VIN001506,531,547,6,79,15,"25,7","1031580,41"
2025-05-20,Porto Real,C,3,Pickup-Z,VIN001507,582,569,15,34,12,"72,7","1078463,88"
2025-06-28,Goiana,D,2,SUV-X,VIN001508,475,478,1,44,10,"110,6","970395,63"
2025-02-25,Goiana,D,2,Sedan-W,VIN001509,473,502,12,20,15,"32,6","997155,96"
2025-06-03,Porto Real,A,1,Hatch-Y,VIN001510,615,631,12,14,14,"46,1","1219307,69"
2025-01-02,Porto Real,D,2,Sedan-W,VIN001511,607,583,14,87,11,"89,8","1821835,87"
2025-03-21,Porto Real,B,3,Hatch-Y,VIN001512,451,461,5,48,11,"16,1","921350,54"
2025-01-24,Porto Real,D,3,Sedan-W,VIN001513,521,509,14,1,16,"26,8","1242508,86"
2025-05-17,Porto Real,C,2,Pickup-Z,VIN001514,536,553,5,0,16,66,"1651888,49"
2025-04-13,Goiana,C,3,Pickup-Z,VIN001515,586,626,11,46,9,"104,8","1158561,11"
2025-04-29,Betim,A,3,Sedan-W,VIN001516,562,557,4,51,11,"26,4","1408723,84"
2025-03-08,Betim,C,3,Pickup-Z,VIN001517,531,521,7,36,18,"67,9","1295324,03"
2025-06-15,Betim,B,1,SUV-X,VIN001518,458,483,9,32,10,"50,1","1346219,06"
2025-01-31,Porto Real,A,1,Sedan-W,VIN001519,651,635,3,14,18,"95,4","1664228,19"
2025-06-21,Porto Real,B,2,SUV-X,VIN001520,476,512,13,39,10,49,"862898,36"
2025-02-15,Goiana,C,3,Sedan-W,VIN001521,461,475,12,28,13,"93,8","892266,36"
2025-04-16,Goiana,B,3,Sedan-W,VIN001522,423,454,6,57,9,"71,3","1086901,1"
2025-06-15,Porto Real,B,3,Sedan-W,VIN001523,499,509,15,61,11,"8,4","982241,13"
2025-03-22,Goiana,A,2,Sedan-W,VIN001524,603,602,6,57,19,"22,2","1120197,19"
2025-03-29,Goiana,B,2,SUV-X,VIN001525,584,578,5,64,20,"77,4","1059593,3"
2025-03-15,Betim,D,2,SUV-X,VIN001526,445,421,5,20,12,"13,3","1108434,82"
2025-04-01,Goiana,B,1,SUV-X,VIN001527,494,467,15,88,14,"96,7","1579086,05"
2025-03-09,Betim,A,2,SUV-X,VIN001528,508,521,8,34,8,"116,1","1372535,26"
2025-05-04,Porto Real,B,1,Pickup-Z,VIN001529,465,463,3,70,11,"116,4","1282027,72"
2025-05-24,Porto Real,B,1,SUV-X,VIN001530,660,647,7,47,16,"67,3",2111447
2025-06-14,Goiana,B,1,Pickup-Z,VIN001531,398,420,1,6,8,118,"801013,57"
2025-06-16,Porto Real,B,3,Pickup-Z,VIN001532,534,523,7,59,13,"67,7","1274847,37"
2025-05-10,Porto Real,A,1,Sedan-W,VIN001533,577,613,7,78,14,66,"1614979,84"
2025-04-30,Betim,C,1,Pickup-Z,VIN001534,523,548,15,90,18,"95,2","954946,69"
2025-06-10,Goiana,D,3,Hatch-Y,VIN001535,530,553,2,15,14,"80,4","1024464,68"
2025-01-23,Goiana,A,3,Hatch-Y,VIN001536,416,443,7,56,8,"38,3","1154244,66"
2025-02-01,Goiana,D,3,Pickup-Z,VIN001537,479,517,4,6,20,"83,4","1156618,76"
2025-05-04,Betim,C,2,Hatch-Y,VIN001538,551,564,8,42,9,87,"1355518,29"
2025-01-09,Goiana,D,2,SUV-X,VIN001539,525,518,7,4,11,"61,4","1086432,47"
2025-01-08,Betim,B,1,SUV-X,VIN001540,605,622,13,33,20,"79,6","1189396,78"
2025-05-29,Porto Real,C,2,Sedan-W,VIN001541,466,504,6,17,14,"68,3","979078,39"
2025-03-07,Betim,A,2,Sedan-W,VIN001542,538,574,3,27,9,"80,9","1659966,58"
2025-05-15,Porto Real,A,1,Hatch-Y,VIN001543,563,539,14,6,17,72,"1094905,17"
2025-05-23,Porto Real,C,1,Hatch-Y,VIN001544,458,450,12,90,19,"68,8","1140022,32"
2025-02-20,Betim,C,3,SUV-X,VIN001545,437,447,15,53,12,"40,9","1358589,86"
2025-05-18,Porto Real,B,1,Sedan-W,VIN001546,580,567,6,90,13,"92,5","1758515,46"
2025-05-29,Betim,B,2,SUV-X,VIN001547,625,619,14,9,15,"91,6","1867751,74"
2025-02-07,Porto Real,A,2,SUV-X,VIN001548,566,589,6,55,11,"42,6","1353497,39"
2025-02-02,Porto Real,A,2,SUV-X,VIN001549,422,462,6,35,10,"61,6",1306580
2025-02-01,Betim,C,3,Sedan-W,VIN001550,484,512,1,64,11,"12,7","1499919,13"
2025-05-15,Betim,A,1,Pickup-Z,VIN001551,539,569,7,85,15,"91,5","1209494,43"
2025-03-16,Betim,D,1,Pickup-Z,VIN001552,472,509,1,62,18,"62,5","1093180,12"
2025-04-12,Betim,B,1,Pickup-Z,VIN001553,525,544,14,52,15,"17,5","1330200,09"
2025-05-17,Betim,B,3,Hatch-Y,VIN001554,604,613,6,9,10,"78,9","1479412,51"
2025-01-26,Betim,A,2,Sedan-W,VIN001555,568,586,0,8,8,"100,7","1109342,9"
2025-02-24,Betim,D,1,Sedan-W,VIN001556,593,629,2,0,15,"76,2","1873336,94"
2025-06-08,Goiana,B,2,Pickup-Z,VIN001557,451,488,5,44,10,"75,8","1379783,38"
2025-06-05,Betim,B,2,Hatch-Y,VIN001558,414,420,8,8,17,"13,3","981130,42"
2025-03-22,Goiana,A,2,Pickup-Z,VIN001559,437,443,6,24,16,"46,9","1327633,38"
2025-03-11,Goiana,A,1,SUV-X,VIN001560,480,462,3,28,8,"53,1","1156213,12"
2025-01-07,Porto Real,C,2,Hatch-Y,VIN001561,444,432,1,6,11,"91,3","833204,33"
2025-06-03,Goiana,A,3,Sedan-W,VIN001562,506,529,0,41,14,"116,2","1406078,68"
2025-01-09,Porto Real,B,2,Sedan-W,VIN001563,547,525,5,84,10,38,"1248295,96"
2025-02-24,Goiana,C,3,Hatch-Y,VIN001564,446,434,2,46,11,"54,8","946901,03"
2025-03-15,Porto Real,B,2,SUV-X,VIN001565,622,635,8,59,8,"100,5","1821288,2"
2025-05-12,Goiana,A,2,Sedan-W,VIN001566,520,545,7,2,12,"81,1","1268369,99"
2025-01-02,Betim,A,1,Hatch-Y,VIN001567,615,610,10,22,11,"90,8","1600638,41"
2025-04-06,Betim,A,1,Sedan-W,VIN001568,523,503,7,36,14,"6,9","1346389,52"
2025-01-11,Goiana,B,3,SUV-X,VIN001569,574,552,11,69,12,"28,4","1469718,91"
2025-02-07,Betim,D,1,Pickup-Z,VIN001570,515,496,3,75,10,"63,9","1200501,01"
2025-02-18,Goiana,A,2,Pickup-Z,VIN001571,647,617,4,63,19,"34,9","1555106,64"
2025-02-10,Goiana,B,1,Hatch-Y,VIN001572,577,583,3,44,8,"15,2","1419469,32"
2025-01-13,Porto Real,B,3,Pickup-Z,VIN001573,568,603,14,15,11,"66,7","1142135,89"
2025-06-27,Goiana,B,1,Sedan-W,VIN001574,545,526,6,39,17,"43,1","1668634,48"
2025-01-29,Goiana,D,1,Hatch-Y,VIN001575,468,498,5,70,9,"70,8","1063322,57"
2025-04-15,Betim,C,3,SUV-X,VIN001576,459,436,14,69,18,"89,3","931060,72"
2025-05-05,Goiana,D,2,Sedan-W,VIN001577,631,637,15,41,12,44,"1965592,1"
2025-05-06,Betim,C,3,Pickup-Z,VIN001578,563,539,14,26,14,"27,2","1138675,18"
2025-06-27,Goiana,D,2,SUV-X,VIN001579,528,555,7,65,16,"87,5","1024307,28"
2025-04-13,Goiana,B,1,SUV-X,VIN001580,545,513,5,2,18,"21,1","1573496,74"
2025-06-16,Porto Real,C,3,Sedan-W,VIN001581,515,547,6,41,8,"85,1","1211316,54"
2025-02-02,Betim,A,3,SUV-X,VIN001582,601,604,2,23,9,"103,2","1342350,4"
2025-02-11,Porto Real,B,1,Sedan-W,VIN001583,616,606,2,75,18,87,"1693340,92"
2025-02-08,Goiana,C,1,Pickup-Z,VIN001584,443,425,11,45,14,"78,4","816793,92"
2025-01-28,Porto Real,B,2,Pickup-Z,VIN001585,530,496,9,81,8,"75,2","1008447,19"
2025-04-30,Betim,C,2,Pickup-Z,VIN001586,593,632,13,80,11,"32,4","1646329,36"
2025-04-15,Goiana,C,1,Hatch-Y,VIN001587,463,463,2,21,13,"34,1","895746,15"
2025-01-18,Betim,A,1,Hatch-Y,VIN001588,674,649,2,17,12,"33,4","1642991,84"
2025-02-03,Porto Real,B,1,Pickup-Z,VIN001589,525,502,7,64,18,"92,2","1537394,8"
2025-03-03,Porto Real,B,1,Sedan-W,VIN001590,518,525,13,65,12,"89,2","1195361,32"
2025-04-01,Betim,D,2,Hatch-Y,VIN001591,464,437,15,66,8,"16,6","884989,24"
2025-06-16,Porto Real,B,2,Hatch-Y,VIN001592,502,477,15,54,14,"49,8","960462,51"
2025-03-02,Goiana,A,3,SUV-X,VIN001593,541,508,10,21,13,"35,8","1237024,45"
2025-02-25,Goiana,D,1,Hatch-Y,VIN001594,632,642,15,60,20,"46,4","1355410,79"
2025-05-12,Porto Real,C,3,Sedan-W,VIN001595,651,622,15,88,14,"95,7","1707501,53"
2025-03-09,Betim,A,1,Pickup-Z,VIN001596,412,448,15,35,12,"102,6","1250074,96"
2025-02-21,Goiana,C,1,Pickup-Z,VIN001597,659,626,14,15,9,"15,8","1570400,49"
2025-04-04,Goiana,C,1,SUV-X,VIN001598,585,566,2,62,10,"19,3","1431656,5"
2025-04-30,Porto Real,B,1,Pickup-Z,VIN001599,559,559,4,54,16,"97,1","1729056,14"
2025-04-01,Goiana,D,3,Sedan-W,VIN001600,536,531,0,70,11,"31,8","1130791,71"
2025-01-22,Goiana,A,2,SUV-X,VIN001601,423,441,9,44,8,"45,1","1314240,69"
2025-05-17,Porto Real,A,1,Hatch-Y,VIN001602,546,548,15,19,13,"112,4","1294207,59"
2025-01-17,Goiana,D,1,Sedan-W,VIN001603,414,442,2,81,18,"75,6","1132814,92"
2025-05-31,Goiana,A,2,Pickup-Z,VIN001604,472,468,1,88,13,119,"981709,86"
2025-04-02,Betim,A,2,SUV-X,VIN001605,556,561,1,7,19,"109,1","1754398,04"
2025-04-20,Porto Real,C,3,SUV-X,VIN001606,574,612,9,72,16,"38,3","1380466,4"
2025-05-23,Goiana,B,1,Sedan-W,VIN001607,582,550,8,87,14,"19,2","1723107,41"
2025-01-11,Porto Real,B,2,Sedan-W,VIN001608,441,466,13,47,20,"105,1","1314531,94"
2025-06-15,Goiana,A,1,Sedan-W,VIN001609,547,527,14,19,11,"16,8","1312839,95"
2025-06-15,Goiana,C,1,SUV-X,VIN001610,466,495,4,45,11,"56,9","1282538,76"
2025-02-20,Goiana,C,1,Sedan-W,VIN001611,578,570,0,19,19,"22,9","1758749,33"
2025-03-31,Goiana,C,2,Hatch-Y,VIN001612,552,528,0,12,8,18,"1613460,35"
2025-01-08,Betim,D,3,SUV-X,VIN001613,418,438,9,77,12,94,"999265,76"
2025-02-03,Goiana,A,1,Sedan-W,VIN001614,467,476,2,87,20,"25,8","1429734,82"
2025-06-22,Goiana,B,2,SUV-X,VIN001615,558,557,6,18,15,"83,4","1075094,23"
2025-01-20,Porto Real,B,1,Pickup-Z,VIN001616,551,590,15,24,9,"20,2","1372350,49"
2025-02-27,Goiana,C,1,Sedan-W,VIN001617,647,644,14,66,12,"64,7","1264751,55"
2025-02-13,Goiana,D,1,Hatch-Y,VIN001618,481,514,10,78,12,"37,1","1506920,92"
2025-01-06,Porto Real,B,2,Sedan-W,VIN001619,532,529,7,24,16,"29,5","1298391,51"
2025-01-04,Porto Real,C,1,Hatch-Y,VIN001620,494,473,13,78,15,"20,2","967754,13"
2025-01-04,Porto Real,B,3,Pickup-Z,VIN001621,570,547,5,53,10,"59,5","1223831,56"
2025-06-17,Porto Real,B,1,Hatch-Y,VIN001622,429,448,10,52,10,"113,3","1078993,89"
2025-03-23,Betim,A,1,Pickup-Z,VIN001623,523,553,9,37,10,"13,9","987041,71"
2025-02-25,Betim,A,2,Hatch-Y,VIN001624,621,610,10,48,9,"19,4","1764350,51"
2025-04-05,Porto Real,B,3,SUV-X,VIN001625,563,558,10,52,9,"72,3","1069228,63"
2025-06-25,Porto Real,C,1,Pickup-Z,VIN001626,496,522,0,35,12,29,"1461929,06"
2025-01-10,Porto Real,D,1,Pickup-Z,VIN001627,648,650,0,71,17,"8,5","1671130,22"
2025-04-05,Goiana,D,1,SUV-X,VIN001628,428,437,13,90,8,"27,2","1113530,31"
2025-01-26,Goiana,B,3,Sedan-W,VIN001629,570,603,14,81,11,"96,8","1098828,91"
2025-01-22,Goiana,D,3,SUV-X,VIN001630,505,534,8,81,14,"33,5","1073108,44"
2025-03-04,Goiana,D,3,SUV-X,VIN001631,497,494,3,17,15,"33,8","1495513,19"
2025-04-14,Goiana,A,2,Pickup-Z,VIN001632,650,618,11,77,14,"51,2","1394358,18"
2025-06-24,Betim,A,1,SUV-X,VIN001633,485,476,5,74,12,"100,3","1247718,26"
2025-01-27,Betim,D,2,SUV-X,VIN001634,622,636,0,0,15,"22,8","1959998,04"
2025-05-08,Porto Real,C,2,Pickup-Z,VIN001635,502,511,7,24,8,"23,7","1320995,46"
2025-04-17,Goiana,A,1,SUV-X,VIN001636,464,478,11,62,10,"105,8","1273866,98"
2025-05-17,Goiana,C,3,Hatch-Y,VIN001637,475,481,10,78,15,"71,2","1405116,8"
2025-01-09,Porto Real,B,1,SUV-X,VIN001638,439,432,13,74,19,"80,3","988989,99"
2025-05-24,Betim,C,1,Sedan-W,VIN001639,596,636,14,26,16,"19,3","1684935,99"
2025-01-01,Porto Real,A,1,Pickup-Z,VIN001640,600,610,12,88,9,"49,7","1751786,23"
2025-04-18,Goiana,A,2,Pickup-Z,VIN001641,482,479,6,70,13,"48,2","888878,23"
2025-06-19,Betim,C,1,SUV-X,VIN001642,517,500,6,23,8,"70,4","1536589,61"
2025-01-03,Betim,C,1,Hatch-Y,VIN001643,528,493,10,54,15,"44,5","1638160,01"
2025-05-04,Goiana,C,3,SUV-X,VIN001644,588,563,2,12,11,"95,3","1827701,37"
2025-02-18,Porto Real,B,3,Pickup-Z,VIN001645,434,455,0,64,11,118,"949236,12"
2025-01-23,Porto Real,C,2,Pickup-Z,VIN001646,468,438,0,40,9,"104,1","1215782,96"
2025-02-19,Goiana,C,3,Pickup-Z,VIN001647,518,520,5,87,14,"40,1","1519551,79"
2025-03-04,Betim,B,2,Pickup-Z,VIN001648,461,491,2,46,20,109,"857564,9"
2025-05-16,Goiana,C,3,Hatch-Y,VIN001649,646,650,0,88,19,"72,2","1949653,59"
2025-04-24,Betim,C,1,SUV-X,VIN001650,597,587,7,83,17,"21,8","1499899,13"
2025-02-23,Betim,B,2,Sedan-W,VIN001651,665,631,10,78,20,"39,2","1281183,2"
2025-04-19,Porto Real,A,1,Pickup-Z,VIN001652,459,480,7,66,11,43,"1353531,68"
2025-06-02,Betim,C,1,SUV-X,VIN001653,550,556,15,23,20,"12,5","1588305,63"
2025-02-09,Porto Real,B,1,Pickup-Z,VIN001654,541,544,9,84,11,"90,9","1502931,23"
2025-01-19,Goiana,B,2,SUV-X,VIN001655,598,605,1,53,20,"92,1","1731721,42"
2025-05-23,Betim,C,3,Pickup-Z,VIN001656,469,460,2,68,11,"81,3","1254388,78"
2025-05-30,Porto Real,D,2,Sedan-W,VIN001657,641,612,10,39,13,"118,2","1405950,89"
2025-05-12,Goiana,A,3,Pickup-Z,VIN001658,471,490,14,47,12,"100,2","1485984,46"
2025-01-20,Betim,A,2,SUV-X,VIN001659,441,446,7,70,18,"83,7","854016,76"
2025-03-17,Goiana,C,2,Pickup-Z,VIN001660,470,490,5,7,19,"96,8","1353556,26"
2025-04-09,Betim,B,2,Hatch-Y,VIN001661,451,478,7,75,12,"77,3","1060788,97"
2025-02-01,Goiana,A,2,Pickup-Z,VIN001662,584,613,14,75,16,"107,6","1596547,88"
2025-03-16,Porto Real,C,1,Hatch-Y,VIN001663,584,552,1,22,8,26,"1840573,52"
2025-03-24,Goiana,D,2,Sedan-W,VIN001664,622,627,15,68,9,"110,2","1640583,58"
2025-05-06,Porto Real,D,3,Hatch-Y,VIN001665,457,489,1,15,20,"113,7","1301432,91"
2025-05-23,Goiana,B,3,Hatch-Y,VIN001666,504,470,6,28,12,"27,2","1123214,17"
2025-02-17,Porto Real,B,3,Sedan-W,VIN001667,623,629,11,72,11,"78,3","1470438,98"
2025-04-19,Betim,A,2,Hatch-Y,VIN001668,626,596,1,74,14,"32,7","1659459,48"
2025-03-19,Porto Real,D,1,SUV-X,VIN001669,652,640,2,81,20,110,"1788077,18"
2025-05-12,Porto Real,D,2,Hatch-Y,VIN001670,627,621,12,85,20,"13,1","1254346,4"
